0	1370
1	2225
2	3963
3	503
4	4252
5	588
6	3131
7	2407
8	2796
9	3084
10	2429
11	2420
12	3651
13	1272
14	4711
15	694
16	2318
17	4368
18	1149
19	414
20	150
21	4100
22	2020
23	4447
24	5089
25	1441
26	2042
27	1288
28	2869
29	4732
30	914
31	1719
32	2245
33	2119
34	6058
35	2292
36	2617
37	51
38	5392
39	490
40	2029
41	930
42	3876
43	2640
44	3597
45	4636
46	4348
47	5967
48	2751
49	4543
50	2097
51	5831
52	4030
53	3006
54	4953
55	2187
56	4421
57	5051
58	1452
59	3391
60	5062
61	3908
62	1088
63	3231
64	2190
65	5179
66	-3827
67	4431
68	205
69	6034
70	141
71	1511
72	1145
73	825
74	2372
75	2603
76	1144
77	5344
78	3720
79	6043
80	1948
81	3458
82	4435
83	4010
84	6050
85	3037
86	501
87	2899
88	1631
89	5978
90	4799
91	1832
92	5234
93	5585
94	5922
95	5759
96	5315
97	2336
98	1638
99	1486
100	1095
101	5984
102	4011
103	2298
104	6042
105	5704
106	2825
107	886
108	3842
109	3663
110	4124
111	1651
112	939
113	465
114	194
115	3628
116	-2550
117	5049
118	2456
119	3719
120	1843
121	5497
122	119
123	1724
124	960
125	4966
126	4164
127	4179
128	4392
129	4828
130	4594
131	1153
132	953
133	5864
134	3043
135	4479
136	4486
137	4441
138	3651
139	5567
140	2581
141	209
142	854
143	436
144	322
145	1763
146	1003
147	2102
148	3700
149	5559
150	1498
151	2642
152	5975
153	1672
154	5436
155	953
156	405
157	2770
158	1364
159	1205
160	2172
161	3645
162	41
163	5524
164	2736
165	473
166	3461
167	1865
168	6067
169	1482
170	5297
171	3289
172	5614
173	227
174	4387
175	5734
176	1441
177	3897
178	4128
179	4104
180	3014
181	4952
182	4441
183	3142
184	3852
185	3769
186	311
187	2695
188	5560
189	4219
190	947
191	5311
192	3421
193	5265
194	731
195	5763
196	2523
197	1631
198	2550
199	603
200	3019
201	3864
202	5232
203	2415
204	490
205	5025
206	1853
207	2813
208	4847
209	558
210	4198
211	745
212	4164
213	2345
214	4291
215	3534
216	1783
217	156
218	63
219	5463
220	38
221	5692
222	5858
223	494
224	3377
225	5885
226	2140
227	1102
228	2896
229	3369
230	1993
231	5356
232	3852
233	5380
234	3291
235	170
236	55
237	5012
238	969
239	2615
240	3136
241	4297
242	485
243	1858
244	5285
245	5536
246	4698
247	291
248	2696
249	2601
250	4368
251	-3063
252	1461
253	5828
254	394
255	2386
256	4050
257	3351
258	5571
259	3222
260	5456
261	4789
262	199
263	1600
264	435
265	370
266	343
267	2891
268	4844
269	1909
270	867
271	734
272	1794
273	1118
274	4031
275	1279
276	851
277	4324
278	4090
279	3733
280	1571
281	4221
282	1579
283	5057
284	874
285	1070
286	2129
287	479
288	5972
289	5059
290	5496
291	2185
292	1218
293	356
294	5713
295	3860
296	1623
297	3044
298	4092
299	3901
300	5494
301	2549
302	4605
303	5738
304	1947
305	4099
306	4651
307	3355
308	3663
309	4184
310	2024
311	1971
312	5609
313	4577
314	5274
315	4090
316	3238
317	1481
318	321
319	1780
320	4932
321	3824
322	6059
323	3866
324	3230
325	3291
326	553
327	4049
328	1610
329	1054
330	32
331	5537
332	5856
333	93
334	5425
335	5335
336	1511
337	1320
338	1161
339	4112
340	1325
341	3350
342	982
343	3017
344	3071
345	2852
346	1121
347	2472
348	4238
349	3601
350	2865
351	2413
352	712
353	3578
354	2463
355	1909
356	4477
357	3979
358	4501
359	1217
360	3848
361	3162
362	5151
363	5552
364	1805
365	4471
366	167
367	6022
368	5558
369	1811
370	5900
371	3456
372	4482
373	5349
374	1850
375	36
376	2052
377	1599
378	1590
379	2600
380	1936
381	966
382	1234
383	3839
384	2454
385	88
386	1577
387	4767
388	1845
389	4432
390	2500
391	5413
392	4399
393	1207
394	3500
395	4283
396	435
397	5226
398	1156
399	2713
400	5364
401	4896
402	4576
403	3193
404	2842
405	4873
406	3658
407	2164
408	3822
409	1856
410	4444
411	4141
412	4061
413	2201
414	2200
415	1139
416	1215
417	3476
418	1700
419	2710
420	5062
421	5588
422	1711
423	4325
424	2728
425	1301
426	1326
427	5412
428	1771
429	5142
430	213
431	4734
432	1424
433	5004
434	1225
435	4678
436	4945
437	1930
438	2217
439	4421
440	301
441	253
442	4208
443	3754
444	3244
445	3765
446	2787
447	1783
448	12
449	3700
450	2786
451	631
452	81
453	1076
454	5081
455	4362
456	3617
457	837
458	4294
459	3139
460	2084
461	774
462	4436
463	3635
464	5278
465	4279
466	2490
467	237
468	4906
469	2002
470	961
471	1621
472	1286
473	113
474	497
475	6057
476	3841
477	3295
478	2101
479	3627
480	4736
481	4782
482	1995
483	3590
484	1994
485	1007
486	3333
487	1839
488	1372
489	4076
490	1502
491	772
492	5430
493	17
494	2323
495	2342
496	2161
497	5990
498	1651
499	4825
