0	2026
1	3415
2	4849
3	4978
4	427
5	4021
6	2260
7	3919
8	3598
9	6022
10	1741
11	3580
12	4114
13	6043
14	3967
15	2611
16	4675
17	4759
18	1513
19	3712
20	5956
21	820
22	3154
23	1483
24	532
25	3001
26	3490
27	649
28	3253
29	5902
30	1171
31	3910
32	2644
33	2098
34	4972
35	5866
36	3430
37	364
38	3418
39	5167
40	2236
41	1375
42	1234
43	4513
44	5812
45	3781
46	1120
47	4579
48	658
49	4207
50	3751
51	4015
52	1624
53	3328
54	1702
55	5521
56	3310
57	5869
58	3748
59	3697
60	4366
61	2380
62	4489
63	3268
64	1417
65	5686
66	2575
67	859
68	1213
69	2287
70	706
71	3220
72	2404
73	958
74	5632
75	2926
76	1615
77	2374
78	3853
79	2677
80	5596
81	5185
82	4144
83	3148
84	847
85	6016
86	1105
87	2989
88	2218
89	5542
90	5536
91	4900
92	4309
93	2413
94	1912
95	3481
96	5770
97	5404
98	3058
99	3457
100	3226
101	3040
102	1549
103	1453
104	3427
105	46
106	85
107	4219
108	5023
109	5197
110	5416
111	4330
112	4639
113	943
114	4042
115	4486
116	2950
117	4159
118	4738
119	5362
120	4681
121	5395
122	2104
123	5608
124	382
125	5326
126	865
127	1849
128	2878
129	2602
130	3721
131	835
132	4744
133	5998
134	5272
135	1216
136	2605
137	4039
138	4168
139	5692
140	3211
141	1450
142	3109
143	2788
144	5212
145	931
146	2770
147	3304
148	5233
149	3157
150	1801
151	3865
152	3949
153	703
154	2902
155	5146
156	10
157	2344
158	673
159	5797
160	2191
161	2680
162	5914
163	2443
164	5092
165	361
166	3100
167	1834
168	1288
169	4162
170	5056
171	2620
172	5629
173	2608
174	4357
175	1426
176	565
177	424
178	3703
179	5002
180	2971
181	310
182	3769
183	5923
184	3397
185	2941
186	3205
187	814
188	2518
189	892
190	4711
191	2500
192	5059
193	2938
194	2887
195	3556
196	1570
197	3679
198	2458
199	607
200	4876
201	1765
202	49
203	403
204	1477
205	5971
206	2410
207	1594
208	148
209	4822
210	2116
211	805
212	1564
213	3043
214	1867
215	4786
216	4375
217	3334
218	2338
219	37
220	5206
221	295
222	2179
223	1408
224	4732
225	4726
226	4090
227	3499
228	1603
229	1102
230	2671
231	4960
232	4594
233	2248
234	2647
235	2416
236	2230
237	739
238	643
239	2617
240	5311
241	5350
242	3409
243	4213
244	4387
245	4606
246	3520
247	3829
248	133
249	3232
250	3676
251	2140
252	3349
253	3928
254	4552
255	3871
256	4585
257	1294
258	4798
259	5647
260	4516
261	55
262	1039
263	2068
264	1792
265	2911
266	25
267	3934
268	5188
269	4462
270	406
271	1795
272	3229
273	3358
274	4882
275	2401
276	640
277	2299
278	1978
279	4402
280	121
281	1960
282	2494
283	4423
284	2347
285	991
286	3055
287	3139
288	5968
289	2092
290	4336
291	5275
292	1534
293	5938
294	4987
295	1381
296	1870
297	5104
298	1633
299	4282
300	5626
301	2290
302	1024
303	478
304	3352
305	4246
306	1810
307	4819
308	1798
309	3547
310	616
311	5830
312	5689
313	2893
314	4192
315	2161
316	5575
317	2959
318	5113
319	2587
320	2131
321	2395
322	4
323	1708
324	82
325	3901
326	1690
327	4249
328	2128
329	2077
330	2746
331	760
332	2869
333	1648
334	5872
335	4066
336	955
337	5314
338	5668
339	667
340	5161
341	1600
342	784
343	5413
344	4012
345	1306
346	6070
347	754
348	2233
349	1057
350	3976
351	3565
352	2524
353	1528
354	5302
355	4396
356	5560
357	1369
358	598
359	3922
360	3916
361	3280
362	2689
363	793
364	292
365	1861
366	4150
367	3784
368	1438
369	1837
370	1606
371	1420
372	6004
373	5908
374	1807
375	4501
376	4540
377	2599
378	3403
379	3577
380	3796
381	2710
382	3019
383	5398
384	2422
385	2866
386	1330
387	2539
388	3118
389	3742
390	3061
391	3775
392	484
393	3988
394	4837
395	3706
396	5320
397	229
398	1258
399	982
400	2101
401	5290
402	3124
403	4378
404	3652
405	5671
406	985
407	2419
408	2548
409	4072
410	1591
411	5905
412	1489
413	1168
414	3592
415	5386
416	1150
417	1684
418	3613
419	1537
420	181
421	2245
422	2329
423	5158
424	1282
425	3526
426	4465
427	724
428	5128
429	4177
430	571
431	1060
432	4294
433	823
434	3472
435	4816
436	1480
437	214
438	5743
439	2542
440	3436
441	1000
442	4009
443	988
444	2737
445	5881
446	5020
447	4879
448	2083
449	3382
450	1351
451	4765
452	2149
453	4303
454	1777
455	1321
456	1585
457	5269
458	898
459	5347
460	3091
461	880
462	3439
463	1318
464	1267
465	1936
466	6025
467	2059
468	838
469	5062
470	3256
471	145
472	4504
473	4858
474	5932
475	4351
476	790
477	6049
478	4603
479	3202
480	496
481	5260
482	6019
483	1423
484	247
485	3166
486	2755
487	1714
488	718
489	4492
490	3586
491	4750
492	559
493	5863
494	3112
495	3106
496	2470
497	1879
498	6058
499	5557
