1110
413202 0.538023 P
616437 0.117891 U
117125 0.61037 F
659580 0.292715 I
942381 0.809872 S
66828 0.377946 X
163044 0.627982 O
883901 0.005888 M
1174 0.128876 V
67564 0.550863 G
5178 0.85466 T
241757 0.123446 V
132751 0.462183 B
628779 0.745517 T
989349 0.121487 C
561965 0.627066 D
473291 0.073863 H
135135 0.391515 W
128015 0.160499 N
268762 0.89932 J
424167 0.148143 J
618181 0.333391 L
539188 0.683297 U
644923 0.38068 A
601262 0.142351 J
220199 0.718281 B
729018 0.54346 V
98783 0.311316 W
160336 0.948117 B
203945 0.387568 Q
61850 0.952559 D
990547 0.302225 U
832003 0.730252 Z
506939 0.801615 R
311212 0.722738 A
467092 0.532091 O
495098 0.644518 W
226347 0.871897 F
120865 0.29575 K
662224 0.309591 L
426216 0.353193 S
203251 0.240985 I
389722 0.020571 Q
254002 0.029432 Z
998422 0.732254 A
95358 0.688683 O
385572 0.305273 N
344012 0.64136 T
263743 0.714386 O
22740 0.775939 G
382870 0.854046 F
203531 0.896527 N
137336 0.096069 Z
688793 0.09212 C
106121 0.769248 B
209910 0.418991 W
232104 0.604398 N
392609 0.115994 Z
87947 0.871717 L
503664 0.16194 O
223239 0.433254 J
572958 0.65341 Y
240182 0.209869 Z
168053 0.67173 O
712008 0.329111 X
785106 0.424743 Q
300268 0.196228 P
615571 0.531139 G
328418 0.791628 K
907970 0.790305 V
453757 0.014058 C
870101 0.505054 H
429800 0.81737 X
393425 0.210953 C
74527 0.484423 E
755013 0.945023 W
914542 0.467901 L
56156 0.479895 X
191302 0.479441 F
592922 0.201082 V
604880 0.388517 F
392920 0.323704 C
398966 0.901641 R
273367 0.720309 U
467523 0.397513 M
30445 0.438962 Y
583448 0.689276 O
808930 0.258449 U
357462 0.337047 O
237169 0.743014 O
354004 0.966206 W
984764 0.687104 T
421637 0.669258 V
984423 0.859583 Y
527038 0.289948 U
965434 0.819292 K
244904 0.393422 Q
359531 0.309982 I
932956 0.196855 U
438499 0.978896 H
977977 0.163363 Z
840190 0.513982 G
500260 0.243775 C
373621 0.535278 H
108241 0.851745 S
5303 0.819754 Q
348223 0.500226 H
263618 0.516199 E
445322 0.134079 A
495321 0.873598 Y
68867 0.60835 Z
538405 0.483243 E
703262 0.707666 U
862228 0.612728 Z
440354 0.701476 P
657724 0.334551 G
987155 0.84648 X
905394 0.823413 G
327444 0.271618 G
223975 0.849138 A
856830 0.292954 U
371642 0.12257 K
115102 0.21387 B
777491 0.412026 Z
458521 0.84812 F
652739 0.163296 O
366069 0.952916 P
487634 0.475083 N
541932 0.184481 U
816897 0.386952 F
967544 0.077969 Y
948796 0.524349 B
642980 0.780961 M
704731 0.368029 E
865139 0.203027 T
835760 0.281808 J
774910 0.080175 F
152166 0.060198 R
256627 0.731739 O
222805 0.75165 P
161629 0.2593 S
689322 0.410337 P
476923 0.609216 R
492149 0.395838 X
771548 0.529685 B
33410 0.275137 D
76273 0.531617 E
766151 0.803029 T
115187 0.081997 B
369216 0.67963 J
451725 0.711139 F
628543 0.485882 I
408203 0.055543 U
836806 0.377284 W
498358 0.479501 K
182080 0.498036 G
568442 0.365942 Y
505354 0.246554 B
777205 0.596621 S
812377 0.149524 Q
764618 0.927901 X
446436 0.324856 Q
840733 0.64327 A
622915 0.612674 V
875770 0.628774 C
71221 0.238142 S
501540 0.822422 C
294643 0.67487 V
178849 0.452184 E
295695 0.058125 Z
512891 0.156671 H
381493 0.380988 E
958135 0.654199 Q
137870 0.514475 I
638887 0.501062 F
758172 0.453299 L
139930 0.226575 A
587602 0.622773 S
47314 0.512121 X
108296 0.74653 M
946080 0.062651 J
