1111
980123 0.920571 X
306100 0.546759 Z
498713 0.722361 F
445549 0.217393 D
627240 0.697543 J
85218 0.164353 E
437804 0.353513 Y
824879 0.918301 M
967808 0.126878 E
206754 0.276016 I
128089 0.154537 K
2014 0.58835 Y
9309 0.720509 W
398074 0.241704 D
17425 0.274653 A
211076 0.944069 G
471125 0.695384 K
935511 0.432099 D
900867 0.938676 R
597388 0.587015 O
76823 0.405338 Y
208491 0.295253 T
7187 0.589656 V
962057 0.208907 R
708196 0.897373 V
404605 0.831041 S
162502 0.479836 S
187552 0.227252 U
997126 0.406313 B
773599 0.893216 K
78249 0.44188 A
695153 0.818094 J
855021 0.717834 A
285798 0.059063 M
72633 0.064321 Z
102015 0.083537 X
463811 0.844766 M
754852 0.996775 V
255663 0.65557 W
391563 0.16932 O
479946 0.786495 V
674035 0.75703 I
980593 0.263475 I
230463 0.920724 L
17753 0.533827 A
533012 0.516932 H
992343 0.79479 P
393173 0.649196 U
204765 0.411122 Y
326175 0.178913 Q
415678 0.651169 I
785792 0.271992 M
592952 0.834007 U
708338 0.528991 B
253457 0.679533 Y
143513 0.130865 G
534904 0.779842 G
878663 0.959293 T
241940 0.726972 C
868834 0.853773 J
777743 0.015783 Q
149081 0.085148 V
573676 0.190747 Q
348238 0.564278 Q
113935 0.226095 V
273445 0.742796 E
25872 0.679139 I
224911 0.419079 B
540070 0.589008 J
533008 0.256462 V
309658 0.447954 K
694798 0.352826 B
199735 0.771691 I
917850 0.129893 X
5871 0.725364 Z
125722 0.851841 B
383362 0.320439 T
653335 0.715063 F
584749 0.556853 U
829452 0.224079 S
731107 0.905709 C
674820 0.115489 D
818974 0.467449 R
25531 0.022796 D
796153 0.395232 B
49246 0.424034 A
682604 0.705957 L
719046 0.144798 C
892319 0.870257 Z
320443 0.586283 J
550158 0.69954 Q
88299 0.485865 G
740420 0.89405 O
168384 0.890096 P
301895 0.055219 N
447579 0.677133 Q
322712 0.174903 B
900667 0.540361 N
379634 0.416779 G
842407 0.240172 L
594310 0.456498 O
21156 0.331437 R
457172 0.026123 G
923157 0.151089 A
328533 0.322585 N
685311 0.38053 Q
718819 0.607075 C
10672 0.657794 Y
520576 0.31679 R
140092 0.576596 Q
479202 0.989454 F
665851 0.145384 A
949871 0.680168 U
