111
653219 0.379502 U
503085 0.012337 A
681090 0.756357 C
224107 0.078293 A
963613 0.380765 X
707924 0.028769 D
423301 0.422616 U
351803 0.342936 B
258575 0.9385 Z
516045 0.51374 M
11152 0.069678 Y
257033 0.186867 F
684244 0.278476 G
366608 0.824464 A
206734 0.645417 X
460980 0.195971 E
135344 0.859004 E
857158 0.056114 V
19878 0.965882 U
867496 0.889539 R
181608 0.336286 G
616065 0.867586 J
962083 0.245286 P
887011 0.964905 P
183040 0.142224 L
108907 0.606248 K
437641 0.742475 P
806186 0.469484 A
23529 0.575732 I
532321 0.086767 Y
817318 0.519839 O
281490 0.052384 I
277177 0.645246 J
475129 0.000293 J
675570 0.115156 A
783465 0.207879 V
431426 0.339773 K
594405 0.32861 I
369608 0.439615 R
793748 0.620737 N
649932 0.072447 O
13287 0.371037 A
228777 0.57532 E
430487 0.27612 S
992682 0.292474 W
79239 0.402055 X
643528 0.431553 E
506703 0.495768 O
652020 0.32888 D
859225 0.828737 M
423271 0.879645 N
43916 0.110889 K
993529 0.770614 Z
914669 0.899803 G
376676 0.711589 E
853735 0.308245 G
43170 0.830547 F
781694 0.569584 I
642643 0.204767 L
164641 0.093707 G
663938 0.284982 C
558340 0.991336 D
687539 0.71408 N
658733 0.742189 M
538397 0.566286 U
474835 0.127121 C
228146 0.70043 S
66886 0.957359 E
618392 0.794128 L
24118 0.18816 I
157444 0.738235 V
856017 0.648389 X
91774 0.355784 O
489822 0.993772 C
680231 0.237565 D
733688 0.302528 S
498428 0.072369 Y
523356 0.350837 I
188012 0.368055 F
215737 0.153413 N
945291 0.64398 A
894555 0.529062 L
815545 0.807198 Q
645365 0.473442 G
280536 0.787868 K
367482 0.731288 R
721710 0.9464 D
938505 0.898574 K
866822 0.376843 Q
680515 0.826608 I
76161 0.952562 I
452009 0.624208 S
788287 0.949278 L
16998 0.42343 J
633081 0.317882 V
359764 0.155344 U
975475 0.86555 Z
244368 0.558148 S
827466 0.355947 N
294909 0.979495 R
285235 0.175015 J
199935 0.514902 Z
309235 0.097611 C
859975 0.147929 N
771859 0.740993 A
409205 0.316084 E
779547 0.811179 C
161082 0.37206 Y
568782 0.643064 I
214652 0.265542 X
843031 0.498978 Z
